Mobile_Device,bootstrap_sample_mean
Samsung Galaxy S26 Ultra,93.6964
Samsung Galaxy S26 Ultra,93.0302
Samsung Galaxy S26 Ultra,91.2544
Samsung Galaxy S26 Ultra,93.7361
Samsung Galaxy S26 Ultra,94.814
Samsung Galaxy S26 Ultra,92.5693
Samsung Galaxy S26 Ultra,90.9794
Samsung Galaxy S26 Ultra,91.5629
Samsung Galaxy S26 Ultra,92.2341
Samsung Galaxy S26 Ultra,91.949
Samsung Galaxy S26 Ultra,91.1035
Samsung Galaxy S26 Ultra,92.6705
Samsung Galaxy S26 Ultra,92.2503
Samsung Galaxy S26 Ultra,92.7411
Samsung Galaxy S26 Ultra,92.4739
Samsung Galaxy S26 Ultra,92.2298
Samsung Galaxy S26 Ultra,91.7304
Samsung Galaxy S26 Ultra,92.9165
Samsung Galaxy S26 Ultra,89.8197
Samsung Galaxy S26 Ultra,92.4311
Samsung Galaxy S26 Ultra,92.6961
Samsung Galaxy S26 Ultra,89.2605
Samsung Galaxy S26 Ultra,92.1507
Samsung Galaxy S26 Ultra,92.4693
Samsung Galaxy S26 Ultra,90.6902
Samsung Galaxy S26 Ultra,92.3549
Samsung Galaxy S26 Ultra,91.1006
Samsung Galaxy S26 Ultra,91.4169
Samsung Galaxy S26 Ultra,90.2683
Samsung Galaxy S26 Ultra,93.0307
Samsung Galaxy S26 Ultra,93.3425
Samsung Galaxy S26 Ultra,93.8273
Samsung Galaxy S26 Ultra,92.9735
Samsung Galaxy S26 Ultra,94.2064
Samsung Galaxy S26 Ultra,91.5512
Samsung Galaxy S26 Ultra,91.1789
Samsung Galaxy S26 Ultra,92.7589
Samsung Galaxy S26 Ultra,93.7327
Samsung Galaxy S26 Ultra,92.0757
Samsung Galaxy S26 Ultra,89.971
Samsung Galaxy S26 Ultra,90.9562
Samsung Galaxy S26 Ultra,92.1424
Samsung Galaxy S26 Ultra,92.3978
Samsung Galaxy S26 Ultra,90.7324
Samsung Galaxy S26 Ultra,93.9124
Samsung Galaxy S26 Ultra,91.8012
Samsung Galaxy S26 Ultra,93.2354
Samsung Galaxy S26 Ultra,92.1625
Samsung Galaxy S26 Ultra,91.9592
Samsung Galaxy S26 Ultra,92.5442
Samsung Galaxy S26 Ultra,93.2637
Samsung Galaxy S26 Ultra,92.4142
Samsung Galaxy S26 Ultra,92.3173
Samsung Galaxy S26 Ultra,91.4935
Samsung Galaxy S26 Ultra,91.809
Samsung Galaxy S26 Ultra,93.5959
Samsung Galaxy S26 Ultra,92.8219
Samsung Galaxy S26 Ultra,93.9476
Samsung Galaxy S26 Ultra,92.7689
Samsung Galaxy S26 Ultra,93.8437
Samsung Galaxy S26 Ultra,92.0849
Samsung Galaxy S26 Ultra,90.0382
Samsung Galaxy S26 Ultra,90.812
Samsung Galaxy S26 Ultra,94.4672
Samsung Galaxy S26 Ultra,91.6017
Samsung Galaxy S26 Ultra,92.6621
Samsung Galaxy S26 Ultra,90.7194
Samsung Galaxy S26 Ultra,91.7689
Samsung Galaxy S26 Ultra,89.1754
Samsung Galaxy S26 Ultra,92.8897
Samsung Galaxy S26 Ultra,91.9741
Samsung Galaxy S26 Ultra,93.1963
Samsung Galaxy S26 Ultra,91.4404
Samsung Galaxy S26 Ultra,90.4112
Samsung Galaxy S26 Ultra,91.7035
Samsung Galaxy S26 Ultra,92.4006
Samsung Galaxy S26 Ultra,90.1394
Samsung Galaxy S26 Ultra,91.6501
Samsung Galaxy S26 Ultra,92.5744
Samsung Galaxy S26 Ultra,92.6641
Samsung Galaxy S26 Ultra,90.8715
Samsung Galaxy S26 Ultra,91.6048
Samsung Galaxy S26 Ultra,90.1995
Samsung Galaxy S26 Ultra,91.5812
Samsung Galaxy S26 Ultra,93.0385
Samsung Galaxy S26 Ultra,94.518
Samsung Galaxy S26 Ultra,92.9567
